Position;Crossing;Finishing;Volleys;Dribbling;BallControl;Agility;Interceptions
2;59;43;42;58;68;64;40
2;34;35;26;37;43;52;56
2;23;39;33;52;52;43;50
2;22;22;22;44;47;51;64
2;44;31;34;26;48;34;64
2;34;17;25;28;48;58;55
2;54;23;22;47;45;54;62
2;49;30;32;42;50;78;55
2;26;22;27;29;33;35;59
2;45;32;39;39;42;62;63
2;46;28;24;48;58;66;57
2;51;35;30;54;55;69;62
2;32;21;23;43;55;70;62
2;26;26;32;39;57;54;63
2;22;21;18;25;46;36;58
2;51;31;28;53;58;70;65
2;26;55;55;32;56;46;62
2;30;30;31;41;48;65;59
2;41;32;32;38;52;33;65
2;33;28;33;40;58;65;60
2;32;18;15;29;50;55;54
2;25;16;21;26;57;39;62
2;40;26;33;37;44;49;61
2;43;33;33;59;61;60;57
2;21;44;38;36;50;39;62
2;60;41;49;61;62;66;66
2;28;21;29;35;31;39;75
2;39;33;28;53;57;66;61
2;33;30;30;31;60;30;64
2;31;17;25;38;53;41;62
2;27;16;27;34;45;45;59
2;41;19;50;16;44;30;65
2;49;33;46;61;66;59;61
2;33;22;31;33;41;55;58
2;28;22;16;35;51;57;61
2;24;23;20;58;57;37;61
2;32;21;31;32;52;64;56
2;31;19;29;31;37;30;54
2;37;31;34;30;49;49;58
2;30;20;32;48;58;34;60
2;59;28;28;45;60;52;61
2;25;21;22;32;60;54;58
2;44;23;68;22;44;61;51
2;24;24;31;44;46;57;56
2;26;21;22;43;51;60;58
2;46;29;39;32;60;70;63
2;35;27;32;29;43;49;55
2;40;25;35;38;44;50;57
2;26;26;18;26;53;50;62
2;40;34;40;53;54;61;60
2;49;33;34;41;47;61;59
2;49;22;21;41;51;58;62
2;20;13;11;35;45;42;55
2;21;21;23;21;44;46;60
2;54;29;33;58;57;59;59
2;48;25;22;44;42;45;58
2;48;32;28;39;49;51;54
2;35;30;31;51;59;56;60
2;28;20;23;28;37;40;57
2;33;27;33;31;38;40;61
2;35;32;33;39;55;44;60
2;25;35;27;42;46;58;65
2;20;23;33;28;45;40;58
2;36;23;32;35;48;51;62
2;22;19;24;23;39;47;60
2;36;22;22;58;58;71;63
2;27;19;30;41;50;37;59
2;22;23;25;31;37;34;54
2;26;19;29;40;42;45;62
2;36;23;23;45;51;65;57
2;31;26;29;38;44;57;60
2;28;20;28;28;44;44;60
2;30;29;26;45;39;47;54
2;41;51;43;56;62;36;62
2;59;23;23;41;56;61;58
2;36;35;25;40;41;64;69
2;29;21;33;33;52;44;60
2;26;29;30;39;42;41;57
2;46;33;34;42;54;53;57
2;31;23;23;54;56;72;62
2;32;29;24;41;45;55;54
2;25;36;38;36;48;48;58
2;39;37;29;42;51;63;56
2;29;25;30;43;44;64;64
2;49;36;17;44;56;35;60
2;40;39;35;49;58;60;56
2;41;17;29;38;46;40;60
2;25;19;25;27;35;34;53
2;22;18;25;33;27;49;65
2;58;27;28;63;43;30;57
2;36;20;31;34;47;43;60
2;23;21;27;40;37;48;58
2;39;22;52;19;33;67;62
2;28;29;33;40;42;60;61
2;27;22;17;20;41;28;54
2;28;26;32;49;52;45;58
2;30;26;22;34;44;55;62
2;20;23;25;37;39;42;63
2;28;25;33;35;41;43;59
2;56;34;37;57;58;55;59
2;41;25;32;41;52;43;63
2;34;28;27;49;47;59;59
2;43;29;29;47;57;48;64
2;32;32;31;24;50;52;58
2;53;28;41;50;54;47;55
2;36;31;29;39;42;37;60
2;48;21;34;38;45;46;57
2;30;24;22;35;35;67;61
2;33;28;31;42;58;58;59
2;36;35;29;45;45;52;55
2;67;30;34;44;63;75;58
2;30;22;29;26;36;61;58
2;26;23;36;36;43;52;58
2;34;21;28;34;55;49;62
2;31;27;32;35;45;32;53
2;38;22;29;24;45;53;53
2;48;24;26;45;50;63;54
2;57;50;56;56;59;64;58
2;43;34;36;42;48;57;65
2;35;25;29;35;49;44;59
2;20;17;25;35;43;54;61
2;40;23;25;56;52;55;62
2;32;21;30;30;38;59;59
2;58;42;27;63;61;66;59
2;22;26;25;23;52;38;64
2;31;29;33;37;35;42;58
2;57;37;46;61;58;64;59
2;31;31;32;30;30;42;56
2;33;29;26;32;39;48;54
2;29;26;36;44;44;58;54
2;23;22;22;26;31;38;59
2;58;26;24;57;50;57;58
2;28;46;31;38;48;59;56
2;29;22;22;34;49;64;56
2;32;29;31;41;44;45;58
2;64;32;33;62;64;67;63
2;36;22;21;40;44;44;57
2;30;23;34;42;54;50;58
2;28;26;30;32;35;48;56
2;30;20;31;36;43;41;59
2;58;35;22;51;55;70;57
2;22;17;21;26;40;51;59
2;26;18;21;31;44;52;53
2;28;26;26;33;59;44;64
2;24;25;23;50;60;58;59
2;40;32;26;45;63;58;60
2;27;28;26;26;34;44;51
2;48;18;28;47;53;58;56
2;46;20;28;47;59;63;61
2;52;17;42;53;61;52;61
2;35;24;18;48;47;64;61
2;30;23;30;33;40;42;58
2;23;18;28;55;55;52;60
2;36;37;46;39;49;42;57
2;25;26;25;29;39;46;56
2;33;22;29;44;39;39;61
2;44;25;41;41;54;55;62
2;28;18;22;30;36;55;58
2;48;28;27;38;46;55;53
2;30;28;32;53;57;62;58
2;40;41;21;41;60;71;65
2;27;26;30;44;51;62;58
2;26;27;29;35;37;35;63
2;21;19;18;33;38;50;57
2;50;38;38;55;58;55;54
2;28;21;22;45;52;67;60
2;26;20;26;31;40;34;56
2;59;30;35;58;60;60;59
2;52;30;34;49;50;57;62
2;44;40;40;40;63;28;61
2;32;29;33;39;48;49;58
2;35;31;40;49;54;69;59
2;40;18;23;32;48;31;52
2;42;26;27;45;58;51;62
2;32;27;31;35;40;47;59
2;42;45;48;53;54;59;56
2;42;37;53;53;56;66;63
2;29;19;21;30;29;45;62
2;28;30;24;30;46;51;55
2;23;22;20;19;52;50;48
2;49;17;20;36;54;60;56
2;29;31;38;34;43;53;57
2;34;15;25;36;45;51;57
2;47;39;42;55;57;60;62
2;34;12;24;25;30;44;57
2;32;16;37;46;51;48;65
2;31;29;28;35;54;57;63
2;55;30;28;34;54;50;57
2;27;23;24;30;30;49;58
2;28;26;28;30;38;38;60
2;31;27;28;36;51;50;60
2;32;21;26;27;39;41;60
2;45;49;55;43;56;50;61
2;37;21;31;31;43;51;54
2;43;46;41;52;55;36;57
2;35;23;29;31;37;43;60
2;31;29;33;30;39;45;55
2;28;20;23;25;31;38;57
2;36;32;42;52;53;58;60
2;30;29;20;42;47;64;57
2;36;27;29;46;54;58;53
2;27;24;21;23;48;56;58
2;49;28;37;30;61;63;54
2;28;28;29;35;38;51;62
2;31;33;33;40;49;68;58
2;34;23;32;49;53;42;56
2;38;26;32;41;44;51;63
2;21;35;34;31;27;60;58
2;26;23;27;26;41;57;58
2;26;29;36;38;42;46;59
2;22;22;25;34;50;50;58
2;23;18;26;25;43;50;56
2;22;27;25;34;51;58;57
2;37;39;34;34;45;33;51
2;28;29;35;28;43;40;62
2;42;31;35;37;55;57;55
2;40;31;32;38;49;60;51
2;29;27;25;38;45;53;57
2;25;22;29;22;40;50;56
2;37;44;32;50;55;50;55
2;30;49;31;32;56;50;58
2;48;28;25;39;45;38;60
2;37;30;37;37;39;50;61
2;33;29;25;53;52;48;56
2;35;41;29;42;58;52;56
2;35;21;29;41;48;32;63
2;49;33;33;42;48;65;55
2;26;26;28;28;35;44;59
2;32;22;33;46;53;54;55
2;30;29;37;29;35;45;55
2;47;23;33;41;48;52;53
2;40;25;30;40;40;52;55
2;27;24;32;37;36;37;54
2;21;18;21;36;49;45;60
2;21;20;28;20;36;62;56
2;36;22;28;38;53;57;59
2;37;33;22;48;51;50;55
2;33;22;31;32;44;45;58
2;38;20;24;49;55;57;56
2;30;21;26;33;41;46;64
2;54;57;48;58;58;63;60
2;36;25;30;32;37;48;57
2;29;30;34;34;44;53;55
2;31;21;20;53;58;62;61
2;25;16;25;47;54;41;55
2;27;23;29;30;45;45;60
2;36;10;30;40;42;54;58
2;24;21;23;35;53;44;59
2;30;27;33;43;49;36;62
2;26;21;26;37;45;48;59
2;27;19;22;34;43;54;56
2;37;23;31;40;48;55;55
2;62;55;23;60;50;62;55
2;29;34;28;41;47;52;55
2;35;29;30;32;37;47;62
2;60;57;26;54;62;33;59
2;38;25;34;47;49;48;53
2;30;21;31;31;38;50;62
2;51;10;32;49;47;54;57
2;36;19;30;32;43;49;56
2;35;22;30;41;39;42;59
2;34;21;25;42;44;64;52
2;34;25;32;29;36;56;56
2;30;27;30;34;47;42;53
2;34;27;31;38;36;49;53
2;21;15;13;25;28;34;66
2;26;24;27;37;44;63;54
2;46;32;37;41;47;57;62
2;34;29;35;33;41;57;51
2;48;30;30;39;52;59;50
2;39;34;33;51;57;60;59
2;51;21;29;48;48;53;58
2;26;22;26;25;33;43;60
2;34;30;30;36;44;45;59
2;34;28;26;40;51;42;63
2;31;26;29;29;51;56;60
2;29;21;34;36;52;47;52
2;29;24;24;24;39;39;60
2;31;40;27;29;32;43;60
2;32;26;26;38;40;41;58
2;53;36;30;54;54;50;47
2;41;34;34;44;53;46;59
2;54;24;41;32;41;53;59
2;28;15;24;52;48;60;51
2;32;27;28;47;51;48;56
2;45;38;27;34;50;58;60
2;38;40;34;48;57;67;58
2;28;26;29;30;32;35;62
2;34;25;35;34;41;49;60
2;27;26;30;30;38;46;58
2;30;26;27;28;47;46;59
2;32;24;27;32;38;52;51
2;54;37;46;43;55;56;56
2;32;21;26;33;48;64;54
2;23;16;22;44;46;52;59
2;32;27;30;28;44;42;56
2;51;40;29;54;50;56;61
2;35;37;35;42;47;60;59
2;25;23;23;18;32;36;54
2;41;40;27;41;46;67;59
2;43;22;25;33;47;42;53
2;29;25;31;43;49;58;64
2;23;24;29;42;45;40;58
2;28;19;18;36;43;54;57
2;33;22;31;34;50;53;57
2;41;49;46;59;62;78;55
2;55;23;22;53;52;70;57
2;40;33;57;50;50;58;50
2;38;24;25;48;50;57;54
2;41;21;23;41;51;60;48
2;33;20;21;31;38;49;58
2;18;18;23;25;51;57;54
2;25;22;27;37;48;48;59
2;28;25;25;38;43;55;57
2;31;19;26;51;57;41;57
2;23;16;28;16;32;43;57
2;22;14;21;37;45;41;58
2;30;24;27;23;33;45;49
2;41;24;25;21;42;39;55
2;47;25;28;55;51;51;55
2;29;25;24;27;37;30;62
2;50;27;37;36;54;49;57
2;20;18;20;26;33;38;49
2;34;26;29;30;38;46;58
2;28;22;36;36;34;49;54
2;27;23;27;42;49;57;59
2;47;25;26;28;35;67;55
2;22;20;26;30;40;46;56
2;31;20;22;45;48;40;62
2;20;16;24;22;48;56;54
2;33;26;32;28;35;41;51
2;32;33;34;31;42;49;57
2;32;18;28;28;34;32;54
2;40;21;28;42;40;48;57
2;25;23;25;31;61;61;53
2;32;29;32;36;51;42;55
2;27;34;35;53;59;74;58
2;25;38;42;32;45;31;59
2;32;22;29;35;52;50;57
2;28;25;25;26;33;59;57
2;33;22;29;30;34;60;56
2;34;34;22;51;50;34;56
2;21;18;22;29;36;51;62
2;33;30;28;33;39;45;54
2;31;25;25;29;34;53;58
2;32;28;23;29;32;49;58
2;50;28;28;38;53;62;49
2;41;35;36;55;59;61;51
2;52;41;37;52;54;66;56
2;33;16;23;33;41;52;53
2;28;19;24;33;57;66;47
2;34;25;23;32;48;62;56
2;31;20;27;32;38;48;52
2;39;26;30;41;43;41;57
2;45;33;32;53;54;78;51
2;30;28;21;36;39;49;53
2;42;55;50;48;52;58;49
2;36;28;35;52;54;61;47
2;34;28;34;31;35;48;55
2;28;25;19;28;45;45;54
2;25;19;20;28;38;47;55
2;40;19;27;30;38;41;54
2;30;32;27;29;46;46;60
2;38;17;23;44;48;41;55
2;32;27;31;26;35;40;57
2;24;24;25;46;48;47;54
2;39;27;33;35;40;54;51
2;32;22;29;32;40;36;58
2;34;25;23;34;42;48;56
2;33;24;32;34;40;53;57
2;45;30;26;50;55;58;57
2;27;22;25;28;33;40;51
2;23;23;22;37;32;51;62
2;54;23;28;54;55;66;54
2;33;26;35;32;41;51;56
2;29;18;24;37;43;64;49
2;26;16;30;33;44;37;56
2;52;33;45;54;56;60;56
2;28;21;31;34;38;68;55
2;52;40;23;48;54;43;52
2;41;20;21;46;38;60;58
2;32;22;25;33;36;43;55
2;39;29;30;25;53;52;60
2;34;22;29;26;55;42;55
2;21;22;21;34;40;40;52
2;27;22;27;33;46;48;52
2;31;22;31;28;39;45;50
2;36;31;47;47;54;56;55
2;24;17;15;36;42;54;55
2;20;15;13;20;35;33;54
2;20;12;27;24;32;62;61
2;35;24;29;41;34;58;53
2;36;20;29;34;33;43;51
2;22;19;26;28;37;40;55
2;46;28;25;28;33;53;53
2;26;26;30;32;43;41;52
2;31;25;28;31;28;41;52
2;30;27;28;31;33;36;53
2;29;18;24;26;42;39;54
2;27;23;34;32;44;47;52
2;28;26;29;43;49;48;57
2;20;50;47;45;47;62;52
2;18;19;27;37;56;51;56
2;22;24;30;27;31;31;46
2;30;26;28;29;30;45;55
2;25;19;23;24;55;45;55
2;45;34;30;53;52;54;54
2;34;30;35;31;42;63;54
2;22;17;30;30;31;49;55
2;26;19;27;29;38;52;50
2;25;25;22;38;27;42;53
2;48;25;26;41;47;52;52
2;49;27;27;43;51;51;54
2;42;34;37;59;61;67;56
2;38;22;33;36;42;42;48
2;31;23;36;30;47;50;56
2;27;24;32;32;48;58;57
2;26;17;21;23;33;43;56
2;27;55;37;49;49;70;60
2;38;25;34;29;41;41;47
2;57;38;53;40;41;56;51
2;26;16;23;30;33;49;51
2;36;17;16;31;42;53;57
2;25;24;29;36;40;53;55
2;33;25;27;29;40;52;56
2;29;25;34;29;48;44;57
2;26;20;23;30;38;34;58
2;30;19;30;30;29;48;50
2;28;24;22;22;33;50;54
2;29;21;20;32;42;53;52
2;36;25;32;26;38;47;57
2;22;22;28;25;30;45;54
2;29;25;26;37;31;55;57
2;29;28;34;29;35;37;57
2;29;27;24;28;39;62;50
2;33;32;25;48;44;48;57
2;22;20;27;30;30;33;57
2;30;21;29;30;35;48;51
2;42;20;22;38;30;70;54
2;29;19;25;25;30;46;57
2;34;25;26;28;48;48;51
2;30;30;29;30;44;40;61
2;27;19;27;27;32;50;58
2;27;19;35;32;38;48;60
2;30;27;35;50;42;57;56
2;30;30;33;44;40;53;57
2;27;16;21;36;52;45;51
2;26;22;27;38;50;44;52
2;54;28;29;50;45;50;50
2;37;25;31;40;41;56;56
2;22;20;28;38;41;40;55
2;20;17;24;22;26;48;46
2;39;28;27;47;51;50;55
2;45;29;30;46;49;58;48
2;37;22;26;30;44;51;56
2;23;20;31;42;50;41;55
2;46;24;27;54;58;58;48
2;26;21;22;22;48;41;46
2;31;26;26;21;31;51;54
2;36;23;28;31;36;47;53
2;32;23;30;46;41;44;56
2;36;22;34;26;46;34;50
2;30;20;26;25;32;43;55
2;28;22;21;20;52;53;55
2;28;20;28;27;34;44;52
2;20;15;26;20;41;38;52
2;20;18;20;29;40;47;50
2;49;28;30;54;52;43;47
2;31;25;28;28;53;52;53
2;37;24;30;25;34;33;54
2;27;19;27;29;31;39;46
2;20;20;12;27;29;47;52
2;20;16;25;33;39;63;54
2;25;22;31;30;31;42;50
2;31;23;32;31;41;45;55
2;29;23;22;20;26;40;54
2;40;44;38;54;57;53;52
2;54;24;24;43;52;64;52
2;37;31;34;26;41;44;42
2;20;20;28;22;36;46;54
2;39;16;28;47;52;50;54
2;41;29;31;52;54;56;55
2;23;24;26;23;27;40;51
2;22;18;31;28;30;46;60
2;26;35;26;44;48;50;50
2;39;29;26;46;41;65;49
2;41;26;25;49;52;70;52
2;49;39;28;48;49;65;59
2;28;22;26;27;36;46;54
2;22;23;24;35;41;49;56
2;28;36;31;22;33;46;55
2;25;24;21;20;34;39;56
2;30;24;23;28;36;48;56
2;27;20;26;26;47;57;46
2;37;19;27;25;39;39;50
2;29;24;32;29;33;49;51
2;27;24;27;25;42;44;54
2;29;15;22;30;39;51;58
2;40;31;30;34;40;38;53
2;45;29;24;52;49;65;55
2;25;58;47;43;47;50;52
2;35;25;31;31;32;44;52
2;22;22;30;21;33;54;57
2;32;29;28;34;45;55;52
2;57;22;27;47;42;62;55
2;22;17;25;24;42;62;49
2;45;27;22;49;48;59;53
2;22;21;23;30;32;48;49
2;47;27;24;45;31;50;60
2;28;18;23;30;43;39;59
2;27;23;29;24;39;37;51
2;29;22;28;34;36;45;55
2;48;22;21;45;52;52;50
2;24;20;22;24;30;47;49
2;29;17;20;24;26;39;48
2;25;18;12;28;40;49;42
2;48;31;32;52;44;68;55
2;35;35;29;47;48;53;52
2;32;26;37;37;43;50;49
2;24;23;24;24;36;58;54
2;29;24;24;33;36;53;53
2;35;18;21;49;42;60;50
2;28;25;34;35;40;44;52
2;21;23;26;24;29;43;51
2;33;27;25;28;40;38;50
2;22;24;23;28;31;47;51
2;29;21;24;35;41;47;53
2;35;21;28;28;31;40;46
2;30;26;28;25;33;48;52
2;27;25;24;22;29;42;48
2;28;19;30;26;33;40;51
2;39;31;39;48;51;49;55
2;22;18;26;30;34;47;56
2;21;16;29;23;33;41;52
2;23;23;26;29;33;36;47
2;35;28;30;53;55;47;55
2;22;23;28;24;32;44;52
2;40;29;27;50;52;44;52
2;24;18;26;28;37;49;47
2;29;17;27;25;31;45;50
2;44;27;35;30;37;56;50
2;24;23;29;21;38;51;58
2;35;19;24;45;48;46;51
2;24;17;28;30;38;31;50
2;20;16;25;20;29;49;48
2;35;21;20;35;39;46;52
2;30;21;27;40;35;47;51
2;30;25;23;43;36;43;49
2;41;21;17;28;33;56;55
2;31;18;25;38;46;56;52
2;26;16;17;24;28;42;51
2;45;16;24;37;34;47;50
2;35;21;35;37;36;57;53
2;26;17;27;29;32;45;48
2;49;22;26;38;35;46;53
2;31;22;28;33;29;48;52
2;27;17;28;22;33;69;51
2;29;22;28;24;29;46;48
2;25;25;23;49;45;66;54
2;45;29;26;53;52;66;47
2;29;26;27;25;29;46;47
2;45;25;25;36;41;43;54
2;25;24;24;25;48;42;47
2;28;22;25;24;32;63;47
2;40;44;40;52;54;34;53
2;29;17;27;30;35;50;45
2;27;21;23;30;31;41;55
2;26;17;25;30;32;41;48
2;22;23;21;38;35;57;53
2;28;17;22;22;28;64;55
2;35;20;23;29;40;44;48
2;40;20;22;26;33;48;47
2;27;25;24;26;32;41;47
2;29;19;29;24;29;43;56
2;28;22;29;35;35;63;48
2;25;18;24;30;30;41;50
2;42;39;43;52;55;62;27
2;22;19;25;28;25;44;53
2;24;23;21;16;30;23;47
2;39;35;27;41;47;30;54
2;23;23;22;23;32;68;46
2;24;25;25;33;32;47;55
2;23;26;25;25;30;47;51
2;43;24;27;23;46;42;54
2;26;23;25;27;31;66;46
2;24;21;29;29;42;41;49
2;31;23;26;32;31;55;55
2;48;29;36;32;35;44;57
2;39;20;36;39;36;48;51
2;29;19;27;24;27;44;48
2;23;22;22;24;39;43;46
2;27;16;24;20;36;41;48
2;31;26;26;29;28;45;54
2;45;36;34;46;53;61;45
2;24;24;20;26;32;47;49
2;31;54;40;46;47;63;50
2;28;17;27;26;26;50;48
2;29;19;27;20;39;62;50
2;29;19;25;22;30;45;50
2;23;21;21;36;55;47;46
2;28;18;24;31;32;48;53
2;44;16;29;27;33;58;51
2;30;34;31;46;41;48;55
2;23;17;20;27;28;50;52
2;28;16;22;26;30;46;51
2;28;19;27;31;30;46;50
2;27;19;30;24;29;42;51
2;29;22;28;39;35;41;50
2;27;24;25;20;36;52;53
2;20;21;26;27;29;40;48
2;25;24;30;33;42;39;45
2;22;22;23;28;32;43;48
2;26;24;23;31;30;47;49
2;29;19;24;25;29;49;53
2;21;21;25;26;30;57;49
2;21;19;27;23;39;39;53
2;23;22;20;24;34;46;50
2;30;16;30;21;30;49;56
2;30;25;24;34;42;48;53
2;22;16;28;29;28;45;48
2;26;21;30;26;30;46;50
2;25;23;19;22;29;43;47
2;24;23;22;32;35;61;48
2;31;20;28;27;31;54;47
2;21;16;27;28;30;47;49
2;26;17;22;22;26;47;49
2;29;15;20;29;40;52;43
2;25;21;21;26;30;49;47
2;26;19;17;30;35;40;49
2;24;21;21;25;27;40;50
2;24;17;20;25;28;42;53
2;31;20;22;35;50;42;45
2;23;24;22;26;27;48;48
2;28;24;21;35;30;63;51
2;26;18;29;27;43;41;51
2;26;24;26;26;41;49;51
2;19;17;28;20;30;49;49
2;28;23;24;25;28;47;46
2;25;22;29;22;34;42;47
2;62;67;44;80;88;66;87
2;52;59;53;69;78;62;87
2;80;60;72;86;89;77;78
2;68;69;74;77;82;72;88
2;79;66;47;76;82;69;84
2;68;52;50;80;79;51;84
2;71;64;73;80;79;44;86
2;80;66;65;84;86;79;76
2;50;61;55;76;78;58;84
2;74;68;63;75;84;65;83
2;60;43;58;60;74;53;87
2;58;63;53;78;81;72;79
2;59;64;55;72;81;36;84
2;50;49;53;68;72;57;85
2;74;50;78;80;84;76;82
2;61;45;49;71;81;66;81
2;75;58;58;75;77;78;79
2;67;52;51;65;70;52;81
2;69;54;66;72;80;68;80
2;73;63;66;78;82;77;82
2;62;61;60;68;75;68;83
2;50;58;52;64;75;68;86
2;60;38;37;73;80;79;80
2;56;39;44;68;78;58;80
2;58;41;56;74;79;77;84
2;74;67;73;80;83;79;68
2;67;65;34;74;79;76;78
2;71;26;48;73;77;88;79
2;74;66;68;76;79;76;76
2;73;73;58;77;81;67;73
2;52;49;49;67;73;53;83
2;53;69;66;70;81;51;78
2;63;55;44;71;78;69;80
2;62;54;41;68;72;71;82
2;65;58;56;68;80;69;81
2;58;70;53;68;74;53;82
2;79;61;80;76;81;74;80
2;73;52;58;74;80;71;87
2;51;39;47;64;65;78;85
2;71;56;45;72;71;51;76
2;59;30;22;66;69;75;80
2;64;54;68;75;77;64;80
2;50;53;54;75;80;76;75
2;60;63;45;70;76;74;80
2;37;25;35;59;72;54;80
2;63;39;50;65;74;65;77
2;74;58;69;64;75;62;74
2;47;59;59;66;77;62;78
2;51;30;35;59;58;48;80
2;59;54;53;62;70;64;82
2;62;55;48;69;70;68;81
2;74;57;56;66;78;72;78
2;58;67;47;65;69;60;82
2;68;55;61;74;74;64;79
2;60;48;43;70;74;64;79
2;58;44;54;74;78;68;72
2;53;44;42;70;72;77;77
2;69;46;40;75;79;77;81
2;59;44;49;69;72;72;81
2;62;56;59;67;72;66;78
2;66;55;55;71;72;70;79
2;72;48;68;80;80;82;75
2;49;48;55;69;73;54;74
2;60;47;60;65;73;74;77
2;74;55;66;70;75;75;75
2;58;55;53;74;78;71;72
2;52;38;48;71;74;61;80
2;63;59;55;71;74;56;79
2;64;50;56;71;73;64;80
2;66;59;44;71;76;67;75
2;71;59;65;74;75;72;78
2;61;58;51;65;76;68;78
2;73;57;71;73;77;65;70
2;58;61;43;66;75;60;75
2;68;61;54;65;78;66;72
2;59;48;38;69;73;62;74
2;56;55;50;67;75;59;75
2;44;38;49;68;75;50;78
2;49;48;36;65;70;41;78
2;64;49;71;67;73;67;75
2;48;40;43;64;67;57;75
2;67;64;65;79;79;74;76
2;58;55;52;73;74;65;75
2;52;50;36;66;70;76;76
2;66;56;66;73;73;78;75
2;43;39;45;61;70;66;78
2;72;65;71;76;77;68;71
2;70;56;70;72;75;60;72
2;61;55;60;67;74;63;77
2;56;43;43;68;73;77;75
2;66;54;64;73;79;67;75
2;59;51;32;65;71;58;71
2;66;70;49;75;77;86;70
2;61;46;53;70;74;60;74
2;72;63;52;74;75;69;73
2;45;39;29;65;68;63;76
2;61;45;60;56;72;63;79
2;75;46;59;70;79;65;75
2;59;50;58;66;72;67;75
2;54;60;59;65;72;72;76
2;49;53;46;62;72;65;74
2;60;60;58;66;80;54;72
2;74;58;69;62;75;68;72
2;73;46;60;67;70;66;76
2;59;49;31;67;74;70;72
2;49;34;45;64;70;48;73
2;57;59;51;65;68;56;76
2;57;60;52;70;74;80;75
2;44;32;41;65;66;64;77
2;71;62;58;73;76;74;72
2;52;56;47;65;71;56;71
2;86;51;64;59;69;67;77
2;66;24;53;66;68;76;74
2;62;46;49;62;67;73;74
2;54;39;38;66;76;73;72
2;74;61;62;71;74;66;73
2;62;55;55;72;73;76;74
2;54;34;32;62;66;52;69
2;65;47;48;69;73;80;76
2;49;31;59;68;69;48;72
2;67;67;66;77;73;71;69
2;49;36;46;58;65;63;77
2;56;27;53;61;70;65;77
2;43;38;49;62;72;77;68
2;72;60;78;61;79;33;70
2;69;59;40;67;70;66;74
2;67;61;64;68;70;63;73
2;59;58;67;64;72;61;73
2;52;47;41;72;72;74;74
2;57;64;55;63;69;68;71
2;65;46;45;66;75;69;74
2;34;55;23;59;71;56;72
2;82;61;70;73;82;69;71
2;59;50;59;72;74;69;71
2;55;42;47;61;68;84;77
2;61;50;41;63;73;75;73
2;64;45;60;64;75;44;67
2;39;26;33;66;68;46;75
2;57;53;48;67;73;68;71
2;77;61;67;68;66;57;80
2;66;54;68;77;81;67;67
2;64;54;55;65;72;68;71
2;78;58;56;65;69;60;68
2;51;43;53;67;74;67;66
2;55;38;48;63;76;58;71
2;43;43;29;58;69;74;79
2;59;59;63;55;69;47;78
2;57;54;50;65;75;69;72
2;48;48;62;65;70;59;70
2;65;46;66;66;73;70;65
2;50;34;36;73;76;82;69
2;56;56;40;64;74;53;71
2;62;52;48;64;66;61;72
2;64;55;54;63;72;68;66
2;59;49;31;70;71;78;68
2;64;58;56;61;69;63;76
2;51;45;48;60;65;65;74
2;43;48;33;65;72;57;68
2;57;32;48;61;70;73;75
2;67;55;57;65;70;75;65
2;52;58;46;63;67;66;71
2;68;64;44;69;74;69;70
2;67;62;53;59;74;53;72
2;59;61;35;69;74;62;72
2;67;64;58;74;76;83;58
2;47;50;45;59;64;70;71
2;38;31;46;53;65;44;78
2;60;71;69;68;73;60;72
2;66;54;54;75;72;71;70
2;64;49;53;62;73;64;73
2;64;58;55;70;72;62;71
2;48;55;60;67;71;78;76
2;65;31;48;69;70;75;71
2;63;58;55;64;70;74;71
2;57;53;70;67;74;75;67
2;57;35;56;63;67;69;74
2;43;41;37;60;70;71;69
2;75;56;63;68;76;43;68
2;59;47;43;67;69;66;73
2;56;67;60;75;74;67;69
2;52;58;42;68;71;80;73
2;66;59;45;70;74;81;69
2;74;68;63;73;77;57;66
2;58;57;62;68;72;64;73
2;56;53;50;71;73;75;68
2;54;41;40;64;69;68;75
2;39;21;30;53;65;61;75
2;69;66;57;70;72;61;70
2;65;48;49;73;78;66;67
2;65;51;40;62;67;61;74
2;55;33;43;57;65;64;78
2;44;25;31;63;68;70;73
2;65;49;57;73;75;87;68
2;72;66;67;70;70;68;71
2;58;48;59;58;66;59;69
2;47;52;34;63;68;69;70
2;56;39;39;66;72;62;70
2;63;60;39;70;71;75;73
2;68;64;31;72;70;65;69
2;65;37;34;59;67;71;68
2;42;38;36;57;63;53;71
2;44;48;30;55;66;60;77
2;63;41;43;70;71;56;70
2;58;59;26;67;70;48;71
2;41;51;27;65;68;70;72
2;54;45;44;51;59;33;73
2;62;60;69;65;71;75;67
2;64;63;51;70;68;73;70
2;61;49;57;58;69;61;75
2;66;52;43;66;68;54;71
2;48;44;39;58;68;49;72
2;63;38;51;77;76;75;63
2;48;43;32;60;65;69;68
2;52;53;47;60;63;82;73
2;55;36;36;57;71;70;71
2;38;51;49;52;56;37;75
2;63;45;58;66;70;64;64
2;56;44;61;66;67;61;72
2;50;68;60;65;69;68;72
2;48;60;46;64;77;57;70
2;72;57;59;70;70;76;71
2;58;48;44;72;74;61;68
2;36;43;51;53;68;69;72
2;66;53;69;65;68;64;71
2;70;48;50;71;72;70;72
2;67;56;49;69;68;64;71
2;65;57;51;67;71;61;75
2;59;49;58;67;72;74;67
2;38;42;36;58;70;73;66
2;66;39;37;58;64;71;72
2;49;65;22;60;71;78;69
2;59;59;62;64;68;57;66
2;50;35;40;67;69;50;71
